Time,Level,Host,Service,Log,CompleteLog
2025-01-20T20:34:48.943Z,In(05),host-2377,wcp-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n wcp -u /wcp/health -t 10,2025-01-20T20:34:48.943Z In(05) host-2377 <wcp-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n wcp -u /wcp/health -t 10
2025-01-20T20:34:49.152Z,In(05),host-2377,,In(05) host-2377 Successfully executed service batch operation API_HEALTH.,2025-01-20T20:34:49.152Z In(05) host-2377 Successfully executed service batch operation API_HEALTH.
2025-01-20T20:39:49.152Z,In(05),host-2377,,"In(05) host-2377 Executing service batch op API_HEALTH. IgnoreFail=1, service count=17","2025-01-20T20:39:49.152Z In(05) host-2377 Executing service batch op API_HEALTH. IgnoreFail=1, service count=17"
2025-01-20T20:39:49.152Z,In(05),host-2377,envoy-sidecar,Running the API Health command as user envoy-sidecar,2025-01-20T20:39:49.152Z In(05) host-2377 <envoy-sidecar> Running the API Health command as user envoy-sidecar
2025-01-20T20:39:49.152Z,In(05),host-2377,envoy-sidecar-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-envoy-sidecar/envoy-vmon-apihealth.py,2025-01-20T20:39:49.152Z In(05) host-2377 <envoy-sidecar-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-envoy-sidecar/envoy-vmon-apihealth.py
2025-01-20T20:39:49.153Z,In(05),host-2377,vmware-vpostgres,Running the API Health command as user vpostgres,2025-01-20T20:39:49.153Z In(05) host-2377 <vmware-vpostgres> Running the API Health command as user vpostgres
2025-01-20T20:39:49.153Z,In(05),host-2377,vmware-vpostgres-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vmware-vpostgres -f /dev/shm/vmware-postgres-health-status.xml,2025-01-20T20:39:49.153Z In(05) host-2377 <vmware-vpostgres-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vmware-vpostgres -f /dev/shm/vmware-postgres-health-status.xml
2025-01-20T20:39:49.153Z,In(05),host-2377,rhttpproxy,Running the API Health command as user rhttpproxy,2025-01-20T20:39:49.153Z In(05) host-2377 <rhttpproxy> Running the API Health command as user rhttpproxy
2025-01-20T20:39:49.153Z,In(05),host-2377,rhttpproxy-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-rhttpproxy/rhttpproxy-vmon-apihealth.py,2025-01-20T20:39:49.153Z In(05) host-2377 <rhttpproxy-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-rhttpproxy/rhttpproxy-vmon-apihealth.py
2025-01-20T20:39:49.153Z,In(05),host-2377,vcha,"Skip service health check. State STOPPED, Curr request 0","2025-01-20T20:39:49.153Z In(05) host-2377 <vcha> Skip service health check. State STOPPED, Curr request 0"
2025-01-20T20:39:49.153Z,In(05),host-2377,envoy,Running the API Health command as user envoy,2025-01-20T20:39:49.153Z In(05) host-2377 <envoy> Running the API Health command as user envoy
2025-01-20T20:39:49.153Z,In(05),host-2377,envoy-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-envoy/envoy-vmon-apihealth.py,2025-01-20T20:39:49.153Z In(05) host-2377 <envoy-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-envoy/envoy-vmon-apihealth.py
2025-01-20T20:39:49.153Z,In(05),host-2377,envoy-hgw,Running the API Health command as user envoy-hgw,2025-01-20T20:39:49.153Z In(05) host-2377 <envoy-hgw> Running the API Health command as user envoy-hgw
2025-01-20T20:39:49.153Z,In(05),host-2377,envoy-hgw-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-envoy-hgw/envoy-vmon-apihealth.py,2025-01-20T20:39:49.153Z In(05) host-2377 <envoy-hgw-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-envoy-hgw/envoy-vmon-apihealth.py
2025-01-20T20:39:49.357Z,In(05),host-2377,vmware-postgres-archiver,Running the API Health command as user vpostgres,2025-01-20T20:39:49.357Z In(05) host-2377 <vmware-postgres-archiver> Running the API Health command as user vpostgres
2025-01-20T20:39:49.357Z,In(05),host-2377,vmware-postgres-archiver-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vmware-postgres-archiver -f /dev/shm/vmware-postgres-archiver-health-status.xml,2025-01-20T20:39:49.357Z In(05) host-2377 <vmware-postgres-archiver-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vmware-postgres-archiver -f /dev/shm/vmware-postgres-archiver-health-status.xml
2025-01-20T20:39:49.523Z,In(05),host-2377,lookupsvc,Running the API Health command as user lookupsvc,2025-01-20T20:39:49.523Z In(05) host-2377 <lookupsvc> Running the API Health command as user lookupsvc
2025-01-20T20:39:49.523Z,In(05),host-2377,lookupsvc-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-lookupsvc/bin/lookupsvc-health.py /var/log/vmware/lookupsvc/lookupsvc-health.log,2025-01-20T20:39:49.523Z In(05) host-2377 <lookupsvc-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-lookupsvc/bin/lookupsvc-health.py /var/log/vmware/lookupsvc/lookupsvc-health.log
2025-01-20T20:39:49.524Z,In(05),host-2377,vc-ws1a-broker,Running the API Health command as user,2025-01-20T20:39:49.524Z In(05) host-2377 <vc-ws1a-broker> Running the API Health command as user
2025-01-20T20:39:49.524Z,In(05),host-2377,vc-ws1a-broker-healthcmd,Constructed command: /storage/containers/vc-ws1a-broker/dbb7fed8d494caf9bf2ee657a3622d62b846347019b4e13df5f0bd59128010c0/health_check.sh,2025-01-20T20:39:49.524Z In(05) host-2377 <vc-ws1a-broker-healthcmd> Constructed command: /storage/containers/vc-ws1a-broker/dbb7fed8d494caf9bf2ee657a3622d62b846347019b4e13df5f0bd59128010c0/health_check.sh
2025-01-20T20:39:49.810Z,In(05),host-2377,vapi-endpoint,Running the API Health command as user vapiEndpoint,2025-01-20T20:39:49.810Z In(05) host-2377 <vapi-endpoint> Running the API Health command as user vapiEndpoint
2025-01-20T20:39:49.810Z,In(05),host-2377,vapi-endpoint-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vapi-endpoint -f /var/run/vapi-endpoint/vapi-endpoint-health-status.xml -t 30,2025-01-20T20:39:49.810Z In(05) host-2377 <vapi-endpoint-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vapi-endpoint -f /var/run/vapi-endpoint/vapi-endpoint-health-status.xml -t 30
2025-01-20T20:39:49.811Z,In(05),host-2377,sps,Running the API Health command as user sps,2025-01-20T20:39:49.811Z In(05) host-2377 <sps> Running the API Health command as user sps
2025-01-20T20:39:49.811Z,In(05),host-2377,sps-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n sps -u /sms/HealthStatus -t 30,2025-01-20T20:39:49.811Z In(05) host-2377 <sps-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n sps -u /sms/HealthStatus -t 30
2025-01-20T20:39:49.811Z,In(05),host-2377,sts,Running the API Health command as user sts,2025-01-20T20:39:49.811Z In(05) host-2377 <sts> Running the API Health command as user sts
2025-01-20T20:39:49.811Z,In(05),host-2377,sts-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmidentity/install/sts-vmon-health-checker.py,2025-01-20T20:39:49.811Z In(05) host-2377 <sts-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmidentity/install/sts-vmon-health-checker.py
2025-01-20T20:39:51.506Z,In(05),host-2377,vpxd,Running the API Health command as user vpxd,2025-01-20T20:39:51.506Z In(05) host-2377 <vpxd> Running the API Health command as user vpxd
2025-01-20T20:39:51.506Z,In(05),host-2377,vpxd-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vpxd -f /var/run/vpxd/vmware-vpxd-health-status.xml,2025-01-20T20:39:51.506Z In(05) host-2377 <vpxd-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vpxd -f /var/run/vpxd/vmware-vpxd-health-status.xml
2025-01-20T20:39:51.507Z,In(05),host-2377,vpxd-svcs,Running the API Health command as user vpxd-svcs,2025-01-20T20:39:51.507Z In(05) host-2377 <vpxd-svcs> Running the API Health command as user vpxd-svcs
2025-01-20T20:39:51.507Z,In(05),host-2377,vpxd-svcs-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vpxd-svcs -u /invsvc/invsvc-health -t 30,2025-01-20T20:39:51.507Z In(05) host-2377 <vpxd-svcs-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vpxd-svcs -u /invsvc/invsvc-health -t 30
2025-01-20T20:39:51.704Z,In(05),host-2377,rbd,"Skip service health check. State STOPPED, Curr request 0","2025-01-20T20:39:51.704Z In(05) host-2377 <rbd> Skip service health check. State STOPPED, Curr request 0"
2025-01-20T20:39:51.704Z,In(05),host-2377,pschealth,Running the API Health command as user pschealth,2025-01-20T20:39:51.704Z In(05) host-2377 <pschealth> Running the API Health command as user pschealth
2025-01-20T20:39:51.704Z,In(05),host-2377,pschealth-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-pschealth/vmon/pschealth-vmon-apihealth.py,2025-01-20T20:39:51.704Z In(05) host-2377 <pschealth-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-pschealth/vmon/pschealth-vmon-apihealth.py
2025-01-20T20:39:51.712Z,In(05),host-2377,wcp,Running the API Health command as user wcp,2025-01-20T20:39:51.712Z In(05) host-2377 <wcp> Running the API Health command as user wcp
2025-01-20T20:39:51.712Z,In(05),host-2377,wcp-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n wcp -u /wcp/health -t 10,2025-01-20T20:39:51.712Z In(05) host-2377 <wcp-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n wcp -u /wcp/health -t 10
2025-01-20T20:39:51.927Z,In(05),host-2377,,In(05) host-2377 Successfully executed service batch operation API_HEALTH.,2025-01-20T20:39:51.927Z In(05) host-2377 Successfully executed service batch operation API_HEALTH.
2025-01-20T20:44:51.928Z,In(05),host-2377,,"In(05) host-2377 Executing service batch op API_HEALTH. IgnoreFail=1, service count=17","2025-01-20T20:44:51.928Z In(05) host-2377 Executing service batch op API_HEALTH. IgnoreFail=1, service count=17"
2025-01-20T20:44:51.928Z,In(05),host-2377,envoy-sidecar,Running the API Health command as user envoy-sidecar,2025-01-20T20:44:51.928Z In(05) host-2377 <envoy-sidecar> Running the API Health command as user envoy-sidecar
2025-01-20T20:44:51.928Z,In(05),host-2377,envoy-sidecar-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-envoy-sidecar/envoy-vmon-apihealth.py,2025-01-20T20:44:51.928Z In(05) host-2377 <envoy-sidecar-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-envoy-sidecar/envoy-vmon-apihealth.py
2025-01-20T20:44:51.929Z,In(05),host-2377,vmware-vpostgres,Running the API Health command as user vpostgres,2025-01-20T20:44:51.929Z In(05) host-2377 <vmware-vpostgres> Running the API Health command as user vpostgres
2025-01-20T20:44:51.929Z,In(05),host-2377,vmware-vpostgres-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vmware-vpostgres -f /dev/shm/vmware-postgres-health-status.xml,2025-01-20T20:44:51.929Z In(05) host-2377 <vmware-vpostgres-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vmware-vpostgres -f /dev/shm/vmware-postgres-health-status.xml
2025-01-20T20:44:51.930Z,In(05),host-2377,rhttpproxy,Running the API Health command as user rhttpproxy,2025-01-20T20:44:51.930Z In(05) host-2377 <rhttpproxy> Running the API Health command as user rhttpproxy
2025-01-20T20:44:51.930Z,In(05),host-2377,rhttpproxy-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-rhttpproxy/rhttpproxy-vmon-apihealth.py,2025-01-20T20:44:51.930Z In(05) host-2377 <rhttpproxy-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-rhttpproxy/rhttpproxy-vmon-apihealth.py
2025-01-20T20:44:51.931Z,In(05),host-2377,vcha,"Skip service health check. State STOPPED, Curr request 0","2025-01-20T20:44:51.931Z In(05) host-2377 <vcha> Skip service health check. State STOPPED, Curr request 0"
2025-01-20T20:44:51.931Z,In(05),host-2377,envoy,Running the API Health command as user envoy,2025-01-20T20:44:51.931Z In(05) host-2377 <envoy> Running the API Health command as user envoy
2025-01-20T20:44:51.931Z,In(05),host-2377,envoy-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-envoy/envoy-vmon-apihealth.py,2025-01-20T20:44:51.931Z In(05) host-2377 <envoy-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-envoy/envoy-vmon-apihealth.py
2025-01-20T20:44:51.931Z,In(05),host-2377,envoy-hgw,Running the API Health command as user envoy-hgw,2025-01-20T20:44:51.931Z In(05) host-2377 <envoy-hgw> Running the API Health command as user envoy-hgw
2025-01-20T20:44:51.931Z,In(05),host-2377,envoy-hgw-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-envoy-hgw/envoy-vmon-apihealth.py,2025-01-20T20:44:51.931Z In(05) host-2377 <envoy-hgw-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-envoy-hgw/envoy-vmon-apihealth.py
2025-01-20T20:44:52.202Z,In(05),host-2377,lookupsvc,Running the API Health command as user lookupsvc,2025-01-20T20:44:52.202Z In(05) host-2377 <lookupsvc> Running the API Health command as user lookupsvc
2025-01-20T20:44:52.202Z,In(05),host-2377,lookupsvc-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-lookupsvc/bin/lookupsvc-health.py /var/log/vmware/lookupsvc/lookupsvc-health.log,2025-01-20T20:44:52.202Z In(05) host-2377 <lookupsvc-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-lookupsvc/bin/lookupsvc-health.py /var/log/vmware/lookupsvc/lookupsvc-health.log
2025-01-20T20:44:52.203Z,In(05),host-2377,vmware-postgres-archiver,Running the API Health command as user vpostgres,2025-01-20T20:44:52.203Z In(05) host-2377 <vmware-postgres-archiver> Running the API Health command as user vpostgres
2025-01-20T20:44:52.203Z,In(05),host-2377,vmware-postgres-archiver-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vmware-postgres-archiver -f /dev/shm/vmware-postgres-archiver-health-status.xml,2025-01-20T20:44:52.203Z In(05) host-2377 <vmware-postgres-archiver-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vmware-postgres-archiver -f /dev/shm/vmware-postgres-archiver-health-status.xml
2025-01-20T20:44:52.203Z,In(05),host-2377,vc-ws1a-broker,Running the API Health command as user,2025-01-20T20:44:52.203Z In(05) host-2377 <vc-ws1a-broker> Running the API Health command as user
2025-01-20T20:44:52.203Z,In(05),host-2377,vc-ws1a-broker-healthcmd,Constructed command: /storage/containers/vc-ws1a-broker/dbb7fed8d494caf9bf2ee657a3622d62b846347019b4e13df5f0bd59128010c0/health_check.sh,2025-01-20T20:44:52.203Z In(05) host-2377 <vc-ws1a-broker-healthcmd> Constructed command: /storage/containers/vc-ws1a-broker/dbb7fed8d494caf9bf2ee657a3622d62b846347019b4e13df5f0bd59128010c0/health_check.sh
2025-01-20T20:44:52.422Z,In(05),host-2377,vapi-endpoint,Running the API Health command as user vapiEndpoint,2025-01-20T20:44:52.422Z In(05) host-2377 <vapi-endpoint> Running the API Health command as user vapiEndpoint
2025-01-20T20:44:52.423Z,In(05),host-2377,vapi-endpoint-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vapi-endpoint -f /var/run/vapi-endpoint/vapi-endpoint-health-status.xml -t 30,2025-01-20T20:44:52.423Z In(05) host-2377 <vapi-endpoint-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vapi-endpoint -f /var/run/vapi-endpoint/vapi-endpoint-health-status.xml -t 30
2025-01-20T20:44:52.423Z,In(05),host-2377,sps,Running the API Health command as user sps,2025-01-20T20:44:52.423Z In(05) host-2377 <sps> Running the API Health command as user sps
2025-01-20T20:44:52.423Z,In(05),host-2377,sps-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n sps -u /sms/HealthStatus -t 30,2025-01-20T20:44:52.423Z In(05) host-2377 <sps-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n sps -u /sms/HealthStatus -t 30
2025-01-20T20:44:52.423Z,In(05),host-2377,sts,Running the API Health command as user sts,2025-01-20T20:44:52.423Z In(05) host-2377 <sts> Running the API Health command as user sts
2025-01-20T20:44:52.423Z,In(05),host-2377,sts-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmidentity/install/sts-vmon-health-checker.py,2025-01-20T20:44:52.423Z In(05) host-2377 <sts-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmidentity/install/sts-vmon-health-checker.py
2025-01-20T20:44:54.014Z,In(05),host-2377,vpxd,Running the API Health command as user vpxd,2025-01-20T20:44:54.014Z In(05) host-2377 <vpxd> Running the API Health command as user vpxd
2025-01-20T20:44:54.014Z,In(05),host-2377,vpxd-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vpxd -f /var/run/vpxd/vmware-vpxd-health-status.xml,2025-01-20T20:44:54.014Z In(05) host-2377 <vpxd-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vpxd -f /var/run/vpxd/vmware-vpxd-health-status.xml
2025-01-20T20:44:54.014Z,In(05),host-2377,vpxd-svcs,Running the API Health command as user vpxd-svcs,2025-01-20T20:44:54.014Z In(05) host-2377 <vpxd-svcs> Running the API Health command as user vpxd-svcs
2025-01-20T20:44:54.014Z,In(05),host-2377,vpxd-svcs-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vpxd-svcs -u /invsvc/invsvc-health -t 30,2025-01-20T20:44:54.014Z In(05) host-2377 <vpxd-svcs-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vpxd-svcs -u /invsvc/invsvc-health -t 30
2025-01-20T20:44:54.205Z,In(05),host-2377,rbd,"Skip service health check. State STOPPED, Curr request 0","2025-01-20T20:44:54.205Z In(05) host-2377 <rbd> Skip service health check. State STOPPED, Curr request 0"
2025-01-20T20:44:54.205Z,In(05),host-2377,pschealth,Running the API Health command as user pschealth,2025-01-20T20:44:54.205Z In(05) host-2377 <pschealth> Running the API Health command as user pschealth
2025-01-20T20:44:54.205Z,In(05),host-2377,pschealth-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-pschealth/vmon/pschealth-vmon-apihealth.py,2025-01-20T20:44:54.205Z In(05) host-2377 <pschealth-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-pschealth/vmon/pschealth-vmon-apihealth.py
2025-01-20T20:44:54.210Z,In(05),host-2377,wcp,Running the API Health command as user wcp,2025-01-20T20:44:54.210Z In(05) host-2377 <wcp> Running the API Health command as user wcp
2025-01-20T20:44:54.210Z,In(05),host-2377,wcp-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n wcp -u /wcp/health -t 10,2025-01-20T20:44:54.210Z In(05) host-2377 <wcp-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n wcp -u /wcp/health -t 10
2025-01-20T20:44:54.419Z,In(05),host-2377,,In(05) host-2377 Successfully executed service batch operation API_HEALTH.,2025-01-20T20:44:54.419Z In(05) host-2377 Successfully executed service batch operation API_HEALTH.
2025-01-20T20:49:54.773Z,In(05),host-2377,,"In(05) host-2377 Executing service batch op API_HEALTH. IgnoreFail=1, service count=42","2025-01-20T20:49:54.773Z In(05) host-2377 Executing service batch op API_HEALTH. IgnoreFail=1, service count=42"
2025-01-20T20:49:54.773Z,In(05),host-2377,vmware-vpostgres,Running the API Health command as user vpostgres,2025-01-20T20:49:54.773Z In(05) host-2377 <vmware-vpostgres> Running the API Health command as user vpostgres
2025-01-20T20:49:54.773Z,In(05),host-2377,vmware-vpostgres-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vmware-vpostgres -f /dev/shm/vmware-postgres-health-status.xml,2025-01-20T20:49:54.773Z In(05) host-2377 <vmware-vpostgres-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vmware-vpostgres -f /dev/shm/vmware-postgres-health-status.xml
2025-01-20T20:49:54.774Z,In(05),host-2377,envoy-sidecar,Running the API Health command as user envoy-sidecar,2025-01-20T20:49:54.774Z In(05) host-2377 <envoy-sidecar> Running the API Health command as user envoy-sidecar
2025-01-20T20:49:54.774Z,In(05),host-2377,envoy-sidecar-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-envoy-sidecar/envoy-vmon-apihealth.py,2025-01-20T20:49:54.774Z In(05) host-2377 <envoy-sidecar-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-envoy-sidecar/envoy-vmon-apihealth.py
2025-01-20T20:49:54.775Z,In(05),host-2377,netdumper,"Skip service health check. State STOPPED, Curr request 0","2025-01-20T20:49:54.775Z In(05) host-2377 <netdumper> Skip service health check. State STOPPED, Curr request 0"
2025-01-20T20:49:54.775Z,In(05),host-2377,vcha,"Skip service health check. State STOPPED, Curr request 0","2025-01-20T20:49:54.775Z In(05) host-2377 <vcha> Skip service health check. State STOPPED, Curr request 0"
2025-01-20T20:49:54.775Z,In(05),host-2377,eam,Running the API Health command as user eam,2025-01-20T20:49:54.775Z In(05) host-2377 <eam> Running the API Health command as user eam
2025-01-20T20:49:54.775Z,In(05),host-2377,eam-healthcmd,Constructed command: /usr/bin/python -B /usr/lib/vmware-eam/watchdog/vmon/healthCommandVmon.py /etc/vmware/../vmware-eam/catalina.properties,2025-01-20T20:49:54.775Z In(05) host-2377 <eam-healthcmd> Constructed command: /usr/bin/python -B /usr/lib/vmware-eam/watchdog/vmon/healthCommandVmon.py /etc/vmware/../vmware-eam/catalina.properties
2025-01-20T20:49:54.776Z,In(05),host-2377,rhttpproxy,Running the API Health command as user rhttpproxy,2025-01-20T20:49:54.776Z In(05) host-2377 <rhttpproxy> Running the API Health command as user rhttpproxy
2025-01-20T20:49:54.776Z,In(05),host-2377,rhttpproxy-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-rhttpproxy/rhttpproxy-vmon-apihealth.py,2025-01-20T20:49:54.776Z In(05) host-2377 <rhttpproxy-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-rhttpproxy/rhttpproxy-vmon-apihealth.py
2025-01-20T20:49:54.777Z,In(05),host-2377,envoy,Running the API Health command as user envoy,2025-01-20T20:49:54.777Z In(05) host-2377 <envoy> Running the API Health command as user envoy
2025-01-20T20:49:54.777Z,In(05),host-2377,envoy-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-envoy/envoy-vmon-apihealth.py,2025-01-20T20:49:54.777Z In(05) host-2377 <envoy-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-envoy/envoy-vmon-apihealth.py
2025-01-20T20:49:54.777Z,In(05),host-2377,envoy-hgw,Running the API Health command as user envoy-hgw,2025-01-20T20:49:54.777Z In(05) host-2377 <envoy-hgw> Running the API Health command as user envoy-hgw
2025-01-20T20:49:54.778Z,In(05),host-2377,envoy-hgw-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-envoy-hgw/envoy-vmon-apihealth.py,2025-01-20T20:49:54.778Z In(05) host-2377 <envoy-hgw-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-envoy-hgw/envoy-vmon-apihealth.py
2025-01-20T20:49:55.006Z,In(05),host-2377,vtsdb,Running the API Health command as user vtsdbuser,2025-01-20T20:49:55.006Z In(05) host-2377 <vtsdb> Running the API Health command as user vtsdbuser
2025-01-20T20:49:55.006Z,In(05),host-2377,vtsdb-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vtsdb -f /dev/shm/vmware-vtsdb-health-status.xml,2025-01-20T20:49:55.006Z In(05) host-2377 <vtsdb-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vtsdb -f /dev/shm/vmware-vtsdb-health-status.xml
2025-01-20T20:49:55.007Z,In(05),host-2377,vmware-postgres-archiver,Running the API Health command as user vpostgres,2025-01-20T20:49:55.007Z In(05) host-2377 <vmware-postgres-archiver> Running the API Health command as user vpostgres
2025-01-20T20:49:55.007Z,In(05),host-2377,vmware-postgres-archiver-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vmware-postgres-archiver -f /dev/shm/vmware-postgres-archiver-health-status.xml,2025-01-20T20:49:55.007Z In(05) host-2377 <vmware-postgres-archiver-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n vmware-postgres-archiver -f /dev/shm/vmware-postgres-archiver-health-status.xml
2025-01-20T20:49:55.121Z,In(05),host-2377,lookupsvc,Running the API Health command as user lookupsvc,2025-01-20T20:49:55.121Z In(05) host-2377 <lookupsvc> Running the API Health command as user lookupsvc
2025-01-20T20:49:55.121Z,In(05),host-2377,lookupsvc-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-lookupsvc/bin/lookupsvc-health.py /var/log/vmware/lookupsvc/lookupsvc-health.log,2025-01-20T20:49:55.121Z In(05) host-2377 <lookupsvc-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-lookupsvc/bin/lookupsvc-health.py /var/log/vmware/lookupsvc/lookupsvc-health.log
2025-01-20T20:49:55.121Z,In(05),host-2377,vc-ws1a-broker,Running the API Health command as user,2025-01-20T20:49:55.121Z In(05) host-2377 <vc-ws1a-broker> Running the API Health command as user
2025-01-20T20:49:55.121Z,In(05),host-2377,vc-ws1a-broker-healthcmd,Constructed command: /storage/containers/vc-ws1a-broker/dbb7fed8d494caf9bf2ee657a3622d62b846347019b4e13df5f0bd59128010c0/health_check.sh,2025-01-20T20:49:55.121Z In(05) host-2377 <vc-ws1a-broker-healthcmd> Constructed command: /storage/containers/vc-ws1a-broker/dbb7fed8d494caf9bf2ee657a3622d62b846347019b4e13df5f0bd59128010c0/health_check.sh
2025-01-20T20:49:55.347Z,In(05),host-2377,trustmanagement,Running the API Health command as user trustmanagement,2025-01-20T20:49:55.347Z In(05) host-2377 <trustmanagement> Running the API Health command as user trustmanagement
2025-01-20T20:49:55.347Z,In(05),host-2377,trustmanagement-healthcmd,Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n trustmanagement -f /var/lib/trustmanagement/trustmanagement-health.xml -t 30,2025-01-20T20:49:55.347Z In(05) host-2377 <trustmanagement-healthcmd> Constructed command: /usr/bin/python /usr/lib/vmware-vmon/vmonApiHealthCmd.py -n trustmanagement -f /var/lib/trustmanagement/trustmanagement-health.xml -t 30
